City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
175,acapulco de juarez,16.8634,-99.8901,89.42,66,20,8.05,MX,1722014462
176,ephraim,39.3597,-111.5863,84.78,27,16,7.16,US,1722014571
177,cuauhtemoc,28.4167,-106.8667,75.15,27,80,6.51,MX,1722014571
178,puerto leguizamo,-0.1934,-74.7819,92.34,43,68,2.08,CO,1722014572
179,redwood falls,44.5394,-95.1169,79.21,78,40,17.27,US,1722014505
180,sebastopol,44.6,33.5333,77.0,55,100,1.01,UA,1722014572
181,sarmiento,-45.5882,-69.07,48.49,51,11,25.81,AR,1722014573
182,ukiah,39.1502,-123.2078,89.44,34,0,0.0,US,1722014573
183,monticello,45.3055,-93.7941,82.58,74,75,11.5,US,1722014573
184,harrisburg,40.2737,-76.8844,83.07,44,0,7.0,US,1722014546
185,la paz,-16.5,-68.15,62.58,26,20,6.91,BO,1722014359
186,anaconda,46.1285,-112.9423,65.39,23,0,7.99,US,1722014574
187,urbana,40.1106,-88.2073,78.89,60,0,4.0,US,1722014574
188,mccook,40.2019,-100.6257,91.85,29,0,23.02,US,1722014575
189,santa cruz del sur,20.7147,-77.9956,88.54,62,4,9.64,CU,1722014575
190,chimbarongo,-34.7,-71.05,46.72,77,100,7.74,CL,1722014575
191,selkirk,50.1436,-96.8845,82.17,78,100,11.01,CA,1722014576
192,san julian,21.0167,-102.1667,66.65,70,100,6.06,MX,1722014576
193,sona,45.4388,10.8255,89.58,43,0,3.44,IT,1722014576
194,bella vista,36.4295,-94.2316,85.84,65,40,9.22,US,1722014576
195,quisqueya,18.5554,-69.4081,93.15,62,100,12.5,DO,1722014577
196,graham,47.0529,-122.2943,67.14,63,0,5.99,US,1722014577
197,jonuta,18.0833,-92.1333,89.08,61,12,9.95,MX,1722014577
198,fortuna,40.5982,-124.1573,58.12,90,0,8.05,US,1722014578
199,chincha alta,-13.4099,-76.1323,61.39,71,47,7.47,PE,1722014284
200,south bay,26.664,-80.7162,95.02,54,71,1.83,US,1722014578
201,ilabaya,-17.4208,-70.5133,78.62,21,3,10.78,PE,1722014578
202,mcalester,34.9334,-95.7697,85.82,65,75,3.44,US,1722014579
203,dzilam gonzalez,21.2833,-88.9333,93.13,48,53,5.44,MX,1722014579
204,caleta de carquin,-11.0925,-77.6267,66.0,73,40,9.35,PE,1722014579
205,hamilton,39.1834,-84.5333,83.88,49,40,10.36,US,1722014554
206,farmington,36.7281,-108.2187,83.25,69,52,1.99,US,1722014508
207,la ribera,42.6167,-6.3333,88.39,36,26,7.0,ES,1722014580
208,calbuco,-41.768,-73.1273,47.41,79,91,16.87,CL,1722014581
209,guanare,9.0418,-69.7421,84.33,69,8,4.09,VE,1722014581
210,brewton,31.1052,-87.0722,91.29,75,22,2.91,US,1722014373
211,el charco,2.4769,-78.1105,83.66,71,96,5.73,CO,1722014581
212,pocatello,42.8713,-112.4455,80.19,41,0,8.05,US,1722014582
213,san alejo,13.4314,-87.9631,89.98,55,77,3.4,SV,1722014582
214,covington,39.0837,-84.5086,84.36,50,40,10.36,US,1722014582
215,teocaltiche,21.4333,-102.5833,62.11,95,100,3.94,MX,1722014583
216,kitimat,54.0524,-128.6534,59.38,93,100,2.48,CA,1722014583
217,salahonda,2.1019,-78.7217,78.39,83,97,12.57,CO,1722014583
218,la tuque,47.4334,-72.7824,75.45,27,2,8.05,CA,1722014415
219,san francisco de la paz,14.9,-86.2,91.11,70,77,4.27,HN,1722014584
220,cruzeiro do sul,-29.5128,-51.9853,69.53,86,100,1.97,BR,1722014584
221,cooper's town,26.8667,-77.5167,82.62,74,9,9.15,BS,1722014584
222,international falls,48.6011,-93.411,80.15,76,0,5.01,US,1722014585
223,coxen hole,16.3244,-86.5366,87.08,74,20,18.41,HN,1722014585
224,manhattan,40.7834,-73.9662,84.02,39,0,18.41,US,1722014585
225,lake city,30.1897,-82.6393,91.69,68,39,2.55,US,1722014586
226,prior lake,44.7133,-93.4227,82.02,75,100,12.66,US,1722014586
227,mount pleasant,32.7941,-79.8626,89.01,75,75,3.0,US,1722014586
228,wainwright,52.839,-110.8572,59.56,63,100,25.99,CA,1722014587
229,ridgecrest,35.6225,-117.6709,96.66,21,20,0.0,US,1722014587
230,stuarts draft,38.0301,-79.0336,79.74,68,75,3.44,US,1722014587
231,rio grande,-32.035,-52.0986,68.11,69,20,5.03,BR,1722014587
232,pahrump,36.2083,-115.9839,98.31,22,0,8.99,US,1722014588
233,revelstoke,50.9832,-118.2023,62.62,63,40,2.3,CA,1722014434
234,hopewell,37.3043,-77.2872,83.75,75,95,6.53,US,1722014588
235,thunder bay,48.4001,-89.3168,78.71,57,75,13.8,CA,1722014589
236,sidney,-33.8679,151.2073,50.23,88,19,8.05,AU,1722014540
237,puerto cabezas,14.0351,-83.3888,87.76,79,40,13.8,NI,1722014589
238,rantoul,40.3084,-88.1559,78.82,63,0,0.0,US,1722014505
239,jimenez,28.3333,-105.4,83.93,37,2,3.58,MX,1722014590
240,barre,44.197,-72.5021,78.42,51,40,10.36,US,1722014590
241,juneau,58.3019,-134.4197,55.42,100,100,0.0,US,1722014372
242,sturgis,41.7992,-85.4192,78.6,53,40,6.91,US,1722014378
243,jasper,37.2001,-94.3502,88.02,64,40,6.91,US,1722014592
244,maisi,43.0395,41.2621,63.52,91,49,4.54,GE,1722014592
245,tamiahua,21.2667,-97.45,83.71,75,81,3.51,MX,1722014592
246,el sauzal de rodriguez,31.9,-116.6833,70.41,76,3,7.38,MX,1722014593
247,puerto berrio,6.4916,-74.4033,91.99,52,83,1.14,CO,1722014593
248,sacapulas,15.2867,-91.0872,83.84,73,96,3.96,GT,1722014593
249,sheridan,44.8333,-106.9173,80.31,29,0,4.61,US,1722014593
250,topeka,39.0483,-95.678,91.53,57,0,9.22,US,1722014364
251,lagunas,-5.2269,-75.6753,94.64,41,11,1.74,PE,1722014594
252,tarauaca,-8.1614,-70.7656,97.95,29,12,0.98,BR,1722014594
253,pollock pines,38.7613,-120.5866,87.04,20,0,4.61,US,1722014595
254,panama city beach,30.1766,-85.8055,90.99,61,0,3.0,US,1722014394
255,las heras,-46.5419,-68.9359,46.94,49,12,38.07,AR,1722014595
256,cortland,42.6001,-76.083,76.48,51,10,10.36,US,1722014596
257,fort bragg,35.139,-79.006,78.46,90,100,6.91,US,1722014596
258,vegreville,53.5001,-112.0518,59.7,74,100,23.02,CA,1722014351
259,tamazulapam villa del progreso,17.6806,-97.5689,76.5,45,1,1.21,MX,1722014597
260,patterson,37.4716,-121.1297,90.75,12,0,4.25,US,1722014597
261,constitucion,-35.3333,-72.4167,54.48,53,96,11.81,CL,1722014597
262,pratt,37.6439,-98.7376,88.41,45,0,12.66,US,1722014598
263,los fresnos,26.0717,-97.4764,85.98,77,0,1.01,US,1722014598
264,pierre,44.3683,-100.351,97.72,28,0,17.27,US,1722014425
265,holden,42.3518,-71.8634,81.27,50,20,11.5,US,1722014576
266,machali,-34.1833,-70.6667,53.01,76,98,5.75,CL,1722014599
267,surfside,25.8784,-80.1256,94.01,61,40,10.36,US,1722014599
268,belle fourche,44.6714,-103.8522,89.51,26,15,12.68,US,1722014559
269,loncoche,-39.3667,-72.6333,47.46,60,4,2.39,CL,1722014600
270,wickenburg,33.9686,-112.7296,94.17,39,0,4.29,US,1722014600
271,camana,-16.6228,-72.7111,62.47,79,57,10.25,PE,1722014600
272,clinton,42.587,-82.9199,79.12,52,20,6.91,US,1722014601
273,bel air north,39.5543,-76.3731,82.2,50,96,1.99,US,1722014601
274,douglas,41.3,-96.167,89.74,60,0,6.91,US,1722014601
275,salina,38.8403,-97.6114,95.04,44,0,12.66,US,1722014601
276,holdrege,40.4403,-99.3698,87.69,48,0,12.66,US,1722014602
277,jackson,42.4165,-122.8345,73.06,44,0,4.61,US,1722014602
278,castlegar,49.2998,-117.6689,67.98,42,0,3.13,CA,1722014563
279,yankton,42.8711,-97.3973,88.12,55,0,9.22,US,1722014603
280,antofagasta,-23.65,-70.4,73.0,46,27,9.33,CL,1722014427
281,san mateo del mar,16.2,-95.0,87.42,66,21,24.49,MX,1722014603
282,jerome,42.7241,-114.5186,72.88,37,0,5.75,US,1722014604
283,abancay,-13.6339,-72.8814,73.99,33,0,6.04,PE,1722014604
284,santa rita,-7.1139,-34.9781,83.07,61,20,16.11,BR,1722014604
285,russellville,35.2784,-93.1338,84.15,68,75,3.44,US,1722014410
286,stettler,52.3168,-112.7186,64.74,37,100,26.69,CA,1722014605
287,hauterive,46.0901,3.4459,84.96,57,57,4.68,FR,1722014605
288,saint augustine beach,29.8505,-81.2654,91.49,83,75,8.05,US,1722014605
289,majagual,8.5389,-74.6204,91.87,54,85,2.21,CO,1722014606
290,acajutla,13.5928,-89.8275,83.16,67,98,3.4,SV,1722014606
291,high river,50.5834,-113.8687,70.79,29,92,3.58,CA,1722014606
292,centenario,-38.8043,-68.14,49.75,37,0,8.05,AR,1722014607
293,rohnert park,38.3396,-122.7011,80.35,53,0,1.01,US,1722014607
294,el salto,20.3333,-104.5,74.52,68,94,2.46,MX,1722014607
295,morehead city,34.7229,-76.726,80.65,90,100,3.0,US,1722014377
296,aguililla,18.7333,-102.7333,80.83,64,41,3.29,MX,1722014608
297,dame-marie,18.5667,-74.4167,85.15,74,99,3.04,HT,1722014608
298,eureka,40.8021,-124.1637,58.39,84,3,1.01,US,1722014608
299,sulphur,30.2366,-93.3774,78.78,93,0,0.0,US,1722014609
300,barinitas,8.7622,-70.4111,85.91,51,15,6.69,VE,1722014609
301,cairo,30.0626,31.2497,90.36,45,20,11.5,EG,1722014311
302,west plains,36.7281,-91.8524,86.27,66,40,3.44,US,1722014609
303,miragoane,18.4423,-73.0876,84.4,72,100,6.15,HT,1722014610
304,slave lake,55.2834,-114.769,55.38,88,100,25.32,CA,1722014610
305,giron,7.0682,-73.1698,85.57,69,40,5.75,CO,1722014610
306,guadalupe y calvo,26.1,-106.9667,73.17,29,2,8.84,MX,1722014475
307,dauphin,51.1494,-100.0502,75.34,64,0,16.11,CA,1722014611
308,west bay,19.3667,-81.4167,91.47,62,20,11.5,KY,1722014416
309,tocopilla,-22.092,-70.1979,68.0,65,5,10.56,CL,1722014611
310,la rinconada,37.4873,-5.9826,94.96,35,0,9.22,ES,1722014612
311,kamloops,50.6665,-120.3192,65.75,58,20,8.01,CA,1722014485
312,rotonda west,26.8837,-82.2901,93.04,78,75,0.0,US,1722014612
313,muleshoe,34.2265,-102.7238,87.24,29,29,13.94,US,1722014613
314,palestina,31.9216,35.2033,76.42,74,0,18.19,PS,1722014389
315,alquizar,22.8058,-82.5842,90.09,64,21,9.84,CU,1722014613
316,valentin gomez farias,28.2167,-106.5833,78.75,29,49,5.66,MX,1722014614
317,champerico,14.3,-91.9167,91.94,73,100,2.59,GT,1722014614
318,the pas,53.8251,-101.2541,73.42,43,0,17.27,CA,1722014614
319,coos bay,43.3665,-124.2179,67.33,72,0,10.36,US,1722014614
320,nuevitas,21.5453,-77.2644,91.33,56,3,12.3,CU,1722014615
321,tuba city,36.135,-111.2399,85.37,44,0,1.99,US,1722014615
322,fiambala,-27.6871,-67.6149,73.56,5,0,5.32,AR,1722014616
323,el porvenir,13.7617,-87.3458,81.73,49,94,3.74,HN,1722014616
324,tecoman,18.9167,-103.8833,83.66,63,86,1.48,MX,1722014616
325,clarksville,36.5298,-87.3595,85.08,72,75,4.61,US,1722014580
326,ingeniero jacobacci,-41.3427,-69.5448,39.25,44,0,24.07,AR,1722014617
327,puerto asis,0.5133,-76.5007,89.46,47,79,2.46,CO,1722014617
328,hanceville,34.0607,-86.7675,84.16,63,99,4.34,US,1722014617
329,timbiqui,2.7717,-77.6654,81.91,77,98,5.61,CO,1722014618
330,bonne terre,37.9231,-90.5554,84.56,64,99,2.89,US,1722014618
331,carbondale,37.7273,-89.2168,82.98,75,40,5.75,US,1722014562
332,enoch,37.7733,-113.0244,84.47,43,0,9.22,US,1722014619
333,estherville,43.4016,-94.8328,81.63,81,75,14.97,US,1722014619
334,mancio lima,-7.6142,-72.8958,91.47,52,40,5.75,BR,1722014619
335,el granada,37.5027,-122.4694,78.35,68,20,14.97,US,1722014619
336,dickinson,29.4608,-95.0513,80.04,92,100,3.44,US,1722014482
337,pijijiapan,15.7011,-93.23,88.97,66,17,7.27,MX,1722014620
338,gulf shores,30.246,-87.7008,91.44,69,75,10.36,US,1722014620
339,edson,53.5835,-116.4356,62.71,63,75,11.5,CA,1722014621
340,eldorado,-23.7869,-54.2836,84.22,26,100,8.32,BR,1722014621
341,lake havasu city,34.4839,-114.3224,102.22,29,0,5.75,US,1722014621
342,arica,-18.475,-70.3042,71.15,67,40,12.66,CL,1722014509
343,saskatoon,52.1168,-106.6345,67.98,49,40,28.77,CA,1722014533
344,hinesville,31.8469,-81.5959,88.86,49,75,5.75,US,1722014622
345,punta de bombon,-17.1717,-71.7931,60.76,80,85,8.41,PE,1722014622
346,cleveland,41.4995,-81.6954,79.66,53,0,9.22,US,1722014377
347,chahal guatemala,15.75,-89.5667,84.45,78,90,3.06,GT,1722014623
348,shrewsbury,52.7101,-2.7521,68.97,57,64,13.8,GB,1722014623
349,san benito abad,8.929,-75.0271,89.22,62,88,4.79,CO,1722014624
350,livingston,55.9029,-3.5226,65.21,58,20,11.5,GB,1722014624
351,terre haute,39.4667,-87.4139,82.26,57,0,6.91,US,1722014624
352,san luis,-33.295,-66.3356,63.46,22,71,2.33,AR,1722014625
353,veinticinco de mayo,-35.4323,-60.1727,64.81,41,0,5.55,AR,1722014424
354,ciudad madero,22.2667,-97.8333,86.2,74,75,2.3,MX,1722014625
355,wilmington,34.2257,-77.9447,87.94,81,75,5.75,US,1722014466
356,alice town,25.7167,-79.3,83.79,72,16,9.69,BS,1722014626
357,lazaro cardenas,17.9583,-102.2,87.75,57,67,6.42,MX,1722014626
358,atlantic city,39.3643,-74.4229,82.18,55,96,1.99,US,1722014327
359,puerto lempira,15.2667,-83.7667,86.47,68,86,11.5,HN,1722014627
360,leogane,18.5108,-72.6339,95.2,58,100,7.16,HT,1722014627
361,burnet,30.7582,-98.2284,85.69,69,100,9.22,US,1722014627
362,madera,37.1666,-119.8343,97.45,29,0,5.44,US,1722014628
363,las palmas,28.4204,-14.0131,74.19,73,0,14.97,ES,1722014628
364,clearwater,27.9659,-82.8001,93.16,66,0,4.0,US,1722014588
